Mod:Item:MetaData, Localized Name
advgenerators:turbine_rotor_iron, 铁涡轮转子
advgenerators:turbine_iron, 铁涡轮机
advgenerators:power_capacitor_redstone, 基础能量电容
advgenerators:capacitor_kit_advanced, 高级能量电容升级组件
advgenerators:power_capacitor_advanced, 高级能量电容
advgenerators:capacitor_kit_dense, 高密度能量电容升级组件
advgenerators:power_capacitor_dense, 高密度能量电容
naturesaura:ancient_log, 荒古原木
naturesaura:ancient_bark, 荒古树皮
naturesaura:ancient_planks, 荒古木板
naturesaura:ancient_stairs, 荒古木楼梯
naturesaura:ancient_slab, 荒古木台阶
naturesaura:ancient_slab_double, 荒古木双层台阶
naturesaura:ancient_leaves, 荒古树叶
naturesaura:ancient_sapling, 荒古树苗
naturesaura:nature_altar, 自然祭坛核心
naturesaura:decayed_leaves, 腐败的树叶
naturesaura:golden_leaves, 金叶
naturesaura:gold_powder, 金叶粉
naturesaura:wood_stand, 木墩
naturesaura:infused_stone, 灌注石
naturesaura:infused_stairs, 灌注石楼梯
naturesaura:infused_slab, 灌注石台阶
naturesaura:infused_slab_double, 灌注石双层台阶
naturesaura:infused_brick, 灌注石砖
naturesaura:infused_brick_stairs, 灌注石砖楼梯
naturesaura:infused_brick_slab, 灌注石砖台阶
naturesaura:infused_brick_slab_double, 灌注石砖双层台阶
naturesaura:furnace_heater, 外部火焰加热器
naturesaura:potion_generator, 滞留型吸收器
naturesaura:aura_detector, 灵气探测器
naturesaura:conversion_catalyst, 嬗变催化器
naturesaura:crushing_catalyst, 粉碎催化器
naturesaura:flower_generator, 植物吸收器
naturesaura:placer, 微型建造器
naturesaura:hopper_upgrade, 增强型漏斗
naturesaura:field_creator, 灵气力场创造器
naturesaura:oak_generator, 树冠减光器
naturesaura:infused_iron_block, 灌注铁块
naturesaura:offering_table, 供桌
naturesaura:pickup_stopper, 物品贴地器
naturesaura:spawn_lamp, 圣殿之灯
naturesaura:animal_generator, 俗人解脱之物
naturesaura:end_flower, 遗忘玫瑰
naturesaura:grated_chute, 专家型漏斗
naturesaura:animal_spawner, 生育祭坛
naturesaura:auto_crafter, 自动构造器
naturesaura:gold_brick, 金色石砖
naturesaura:rf_converter, 灵气充能台
naturesaura:moss_generator, 沼泽本味
naturesaura:time_changer, 移位日晷
naturesaura:generator_limit_remover, 创造催化器
naturesaura:ender_crate, 末影板条箱
naturesaura:powder_placer, 粉末操纵器
naturesaura:firework_generator, 烟花凝视者
naturesaura:projectile_generator, 射击标记
naturesaura:chunk_loader, 世界之眼
naturesaura:dimension_rail_overworld, 主世界铁轨
naturesaura:dimension_rail_nether, 下界铁轨
naturesaura:dimension_rail_end, 末地铁轨
naturesaura:infused_iron_pickaxe, 植物学家之镐
naturesaura:infused_iron_axe, 植物学家之斧
naturesaura:infused_iron_shovel, 植物学家之锹
naturesaura:infused_iron_hoe, 植物学家之锄
naturesaura:infused_iron_sword, 植物学家之剑
naturesaura:infused_iron_helmet, 植物学家帽子
naturesaura:infused_iron_chest, 植物学家胸甲
naturesaura:infused_iron_pants, 植物学家护腿
naturesaura:infused_iron_shoes, 植物学家靴子
naturesaura:eye, 环境之眼
naturesaura:eye_improved, 环境目镜
naturesaura:gold_fiber, 闪耀纤维
naturesaura:gold_leaf, 金叶
naturesaura:infused_iron, 灌注铁锭
naturesaura:ancient_stick, 荒古木棍
naturesaura:color_changer, 五彩缤纷桶
naturesaura:aura_cache, 灵气缓存
naturesaura:aura_trove, 灵气宝藏
naturesaura:shockwave_creator, 愤怒护身符
naturesaura:multiblock_maker, 多方块建造器
naturesaura:bottle_two_the_rebottling, 瓶与塞
naturesaura:aura_bottle, item.naturesaura.aura_bottle.name
naturesaura:farming_stencil, 农业模板
naturesaura:sky_ingot, 天空之锭
naturesaura:calling_spirit, 呼唤之魂
naturesaura:effect_powder, item.naturesaura.effect_powder.name
naturesaura:birth_spirit, 生育之魂
naturesaura:mover_cart, 灵气吸引矿车
naturesaura:range_visualizer, 神秘放大镜
naturesaura:clock_hand, 时间之手
naturesaura:token_joy, 快乐徽章
naturesaura:token_fear, 恐惧徽章
naturesaura:token_anger, 愤怒徽章
naturesaura:token_sorrow, 遗憾徽章
naturesaura:token_euphoria, 幸福徽章
naturesaura:token_terror, 恐怖徽章
naturesaura:token_rage, 狂怒徽章
naturesaura:token_grief, 悲伤徽章
naturesaura:ender_access, 末影目镜
naturesaura:cave_finder, 阴影之杖
nuclearcraft:ore:0, 铜矿石
nuclearcraft:ore:1, 锡矿石
nuclearcraft:ore:2, 铅矿石
nuclearcraft:ore:3, 钍矿石
nuclearcraft:ore:4, 铀矿石
nuclearcraft:ore:5, 硼矿石
nuclearcraft:ore:6, 锂矿石
nuclearcraft:ore:7, 镁矿石
nuclearcraft:ingot_block:0, 铜块
nuclearcraft:ingot_block:1, 锡块
nuclearcraft:ingot_block:2, 铅块
nuclearcraft:ingot_block:3, 钍块
nuclearcraft:ingot_block:4, 铀块
nuclearcraft:ingot_block:5, 硼块
nuclearcraft:ingot_block:6, 锂块
nuclearcraft:ingot_block:7, 镁块
nuclearcraft:ingot_block:8, 石墨块
nuclearcraft:ingot_block:9, 铍块
nuclearcraft:ingot_block:10, 锆块
nuclearcraft:ingot_block:11, 锰块
nuclearcraft:ingot_block:12, 铝块
nuclearcraft:ingot_block:13, 银块
nuclearcraft:ingot_block:14, 氧化锰块
nuclearcraft:ingot_block:15, 二氧化锰块
nuclearcraft:fertile_isotope:0, 铀-238 块
nuclearcraft:fertile_isotope:1, 镎-237 块
nuclearcraft:fertile_isotope:2, 钚-242 块
nuclearcraft:fertile_isotope:3, 镅-243 块
nuclearcraft:fertile_isotope:4, 锔-246 块
nuclearcraft:fertile_isotope:5, 锫-247 块
nuclearcraft:fertile_isotope:6, 锎-252 块
nuclearcraft:supercold_ice, 超冷冰
nuclearcraft:heavy_water_moderator, 重水减速剂
nuclearcraft:nuclear_furnace, 核熔炉
nuclearcraft:manufactory, 小制造机
nuclearcraft:separator, 分离器
nuclearcraft:decay_hastener, 衰变加速器
nuclearcraft:fuel_reprocessor, 燃料再处理机
nuclearcraft:alloy_furnace, 合金炉
nuclearcraft:infuser, 流体注入器
nuclearcraft:melter, 熔化机
nuclearcraft:supercooler, 超冷却机
nuclearcraft:electrolyzer, 电解机
nuclearcraft:assembler, 组合机
nuclearcraft:ingot_former, 冷却器
nuclearcraft:pressurizer, 压缩机
nuclearcraft:chemical_reactor, 化学反应器
nuclearcraft:salt_mixer, 流体混合器
nuclearcraft:crystallizer, 结晶器
nuclearcraft:enricher, 溶解器
nuclearcraft:extractor, 流体提取机
nuclearcraft:centrifuge, 离心机
nuclearcraft:rock_crusher, 岩石粉碎机
nuclearcraft:machine_interface, 机器控制界面
nuclearcraft:rtg_uranium, 铀放射性热电发电机
nuclearcraft:rtg_plutonium, 钚放射性热电发电机
nuclearcraft:rtg_americium, 镅放射性热电发电机
nuclearcraft:rtg_californium, 锎放射性热电发电机
nuclearcraft:solar_panel_basic, 基础太阳能电池板
nuclearcraft:solar_panel_advanced, 高级太阳能电池板
nuclearcraft:solar_panel_du, 贫铀太阳能电池板
nuclearcraft:solar_panel_elite, 精英太阳能电池板
nuclearcraft:decay_generator, 衰变产能器
nuclearcraft:voltaic_pile_basic, 基础伏打电堆
nuclearcraft:voltaic_pile_advanced, 高级伏打电堆
nuclearcraft:voltaic_pile_du, 贫铀伏打电堆
nuclearcraft:voltaic_pile_elite, 精英伏打电堆
nuclearcraft:lithium_ion_battery_basic, 基础锂离子电池块
nuclearcraft:lithium_ion_battery_advanced, 高级锂离子电池块
nuclearcraft:lithium_ion_battery_du, 贫铀锂离子电池块
nuclearcraft:lithium_ion_battery_elite, 精英锂离子电池块
nuclearcraft:bin, 通用垃圾桶
nuclearcraft:fission_casing, 裂变反应堆外壳
nuclearcraft:fission_glass, 透明裂变反应堆外壳
nuclearcraft:fission_conductor, 裂变反应堆导体
nuclearcraft:fission_monitor, 裂变反应堆显示器（半成品）
nuclearcraft:fission_reflector:0, 铍-石墨中子反射器
nuclearcraft:fission_reflector:1, 铅-钢中子反射器
nuclearcraft:fission_power_port, 裂变反应堆能量端口
nuclearcraft:fission_vent, 裂变反应堆出入口
nuclearcraft:fission_irradiator, 裂变中子辐照器
nuclearcraft:fission_source:0, 镭-铍裂变中子源
nuclearcraft:fission_source:1, 钋-铍裂变中子源
nuclearcraft:fission_source:2, 锎-252 裂变中子源
nuclearcraft:fission_shield:0, 硼-银辐射中子防护屏
nuclearcraft:fission_computer_port, 裂变电脑端口（半成品）
nuclearcraft:fission_irradiator_port, 裂变中子辐照器端口
nuclearcraft:fission_cell_port, 裂变燃料单元端口
nuclearcraft:fission_vessel_port, 裂变燃料容器端口
nuclearcraft:fission_heater_port:0, 标准裂变冷却液加热器端口
nuclearcraft:fission_heater_port:1, 铁裂变冷却液加热器端口
nuclearcraft:fission_heater_port:2, 红石裂变冷却液加热器端口
nuclearcraft:fission_heater_port:3, 石英裂变冷却液加热器端口
nuclearcraft:fission_heater_port:4, 黑曜石裂变冷却液加热器端口
nuclearcraft:fission_heater_port:5, 地狱砖裂变冷却液加热器端口
nuclearcraft:fission_heater_port:6, 荧石裂变冷却液加热器端口
nuclearcraft:fission_heater_port:7, 青金石裂变冷却液加热器端口
nuclearcraft:fission_heater_port:8, 金裂变冷却液加热器端口
nuclearcraft:fission_heater_port:9, 海晶石裂变冷却液加热器端口
nuclearcraft:fission_heater_port:10, 史莱姆裂变冷却液加热器端口
nuclearcraft:fission_heater_port:11, 末地石裂变冷却液加热器端口
nuclearcraft:fission_heater_port:12, 紫珀裂变冷却液加热器端口
nuclearcraft:fission_heater_port:13, 钻石裂变冷却液加热器端口
nuclearcraft:fission_heater_port:14, 绿宝石裂变冷却液加热器端口
nuclearcraft:fission_heater_port:15, 铜裂变冷却液加热器端口
nuclearcraft:fission_heater_port2:0, 锡裂变冷却液加热器端口
nuclearcraft:fission_heater_port2:1, 铅裂变冷却液加热器端口
nuclearcraft:fission_heater_port2:2, 硼裂变冷却液加热器端口
nuclearcraft:fission_heater_port2:3, 锂裂变冷却液加热器端口
nuclearcraft:fission_heater_port2:4, 镁裂变冷却液加热器端口
nuclearcraft:fission_heater_port2:5, 锰裂变冷却液加热器端口
nuclearcraft:fission_heater_port2:6, 铝裂变冷却液加热器端口
nuclearcraft:fission_heater_port2:7, 银裂变冷却液加热器端口
nuclearcraft:fission_heater_port2:8, 氟石裂变冷却液加热器端口
nuclearcraft:fission_heater_port2:9, 氟盐裂变冷却液加热器端口
nuclearcraft:fission_heater_port2:10, 方氟钾石裂变冷却液加热器端口
nuclearcraft:fission_heater_port2:11, 砷裂变冷却液加热器端口
nuclearcraft:fission_heater_port2:12, 液氮裂变冷却液加热器端口
nuclearcraft:fission_heater_port2:13, 液氦裂变冷却液加热器端口
nuclearcraft:fission_heater_port2:14, 末影裂变冷却液加热器端口
nuclearcraft:fission_heater_port2:15, 凛冰裂变冷却液加热器端口
nuclearcraft:fission_shield_manager, 裂变中子防护屏管理器（半成品）
nuclearcraft:solid_fission_controller, 固态燃料裂变控制器
nuclearcraft:solid_fission_cell, 固态裂变燃料单元
nuclearcraft:solid_fission_sink:0, 水裂变散热器
nuclearcraft:solid_fission_sink:1, 铁裂变散热器
nuclearcraft:solid_fission_sink:2, 红石裂变散热器
nuclearcraft:solid_fission_sink:3, 石英裂变散热器
nuclearcraft:solid_fission_sink:4, 黑曜石裂变散热器
nuclearcraft:solid_fission_sink:5, 地狱砖裂变散热器
nuclearcraft:solid_fission_sink:6, 荧石裂变散热器
nuclearcraft:solid_fission_sink:7, 青金石裂变散热器
nuclearcraft:solid_fission_sink:8, 金裂变散热器
nuclearcraft:solid_fission_sink:9, 海晶石裂变散热器
nuclearcraft:solid_fission_sink:10, 史莱姆裂变散热器
nuclearcraft:solid_fission_sink:11, 末地石裂变散热器
nuclearcraft:solid_fission_sink:12, 紫珀裂变散热器
nuclearcraft:solid_fission_sink:13, 钻石裂变散热器
nuclearcraft:solid_fission_sink:14, 绿宝石裂变散热器
nuclearcraft:solid_fission_sink:15, 铜裂变散热器
nuclearcraft:solid_fission_sink2:0, 锡裂变散热器
nuclearcraft:solid_fission_sink2:1, 铅裂变散热器
nuclearcraft:solid_fission_sink2:2, 硼裂变散热器
nuclearcraft:solid_fission_sink2:3, 锂裂变散热器
nuclearcraft:solid_fission_sink2:4, 镁裂变散热器
nuclearcraft:solid_fission_sink2:5, 锰裂变散热器
nuclearcraft:solid_fission_sink2:6, 铝裂变散热器
nuclearcraft:solid_fission_sink2:7, 银裂变散热器
nuclearcraft:solid_fission_sink2:8, 氟石裂变散热器
nuclearcraft:solid_fission_sink2:9, 氟盐裂变散热器
nuclearcraft:solid_fission_sink2:10, 方氟钾石裂变散热器
nuclearcraft:solid_fission_sink2:11, 砷裂变散热器
nuclearcraft:solid_fission_sink2:12, 液氮裂变散热器
nuclearcraft:solid_fission_sink2:13, 液氦裂变散热器
nuclearcraft:solid_fission_sink2:14, 末影裂变散热器
nuclearcraft:solid_fission_sink2:15, 凛冰裂变散热器
nuclearcraft:salt_fission_controller, 熔盐裂变控制器
nuclearcraft:salt_fission_vessel, 熔盐裂变燃料容器
nuclearcraft:salt_fission_heater:0, 标准裂变冷却液加热器
nuclearcraft:salt_fission_heater:1, 铁裂变冷却液加热器
nuclearcraft:salt_fission_heater:2, 红石裂变冷却液加热器
nuclearcraft:salt_fission_heater:3, 石英裂变冷却液加热器
nuclearcraft:salt_fission_heater:4, 黑曜石裂变冷却液加热器
nuclearcraft:salt_fission_heater:5, 地狱砖裂变冷却液加热器
nuclearcraft:salt_fission_heater:6, 荧石裂变冷却液加热器
nuclearcraft:salt_fission_heater:7, 青金石裂变冷却液加热器
nuclearcraft:salt_fission_heater:8, 金裂变冷却液加热器
nuclearcraft:salt_fission_heater:9, 海晶石裂变冷却液加热器
nuclearcraft:salt_fission_heater:10, 史莱姆裂变冷却液加热器
nuclearcraft:salt_fission_heater:11, 末地石裂变冷却液加热器
nuclearcraft:salt_fission_heater:12, 紫珀裂变冷却液加热器
nuclearcraft:salt_fission_heater:13, 钻石裂变冷却液加热器
nuclearcraft:salt_fission_heater:14, 绿宝石裂变冷却液加热器
nuclearcraft:salt_fission_heater:15, 铜裂变冷却液加热器
nuclearcraft:salt_fission_heater2:0, 锡裂变冷却液加热器
nuclearcraft:salt_fission_heater2:1, 铅裂变冷却液加热器
nuclearcraft:salt_fission_heater2:2, 硼裂变冷却液加热器
nuclearcraft:salt_fission_heater2:3, 锂裂变冷却液加热器
nuclearcraft:salt_fission_heater2:4, 镁裂变冷却液加热器
nuclearcraft:salt_fission_heater2:5, 锰裂变冷却液加热器
nuclearcraft:salt_fission_heater2:6, 铝裂变冷却液加热器
nuclearcraft:salt_fission_heater2:7, 银裂变冷却液加热器
nuclearcraft:salt_fission_heater2:8, 氟石裂变冷却液加热器
nuclearcraft:salt_fission_heater2:9, 氟盐裂变冷却液加热器
nuclearcraft:salt_fission_heater2:10, 方氟钾石裂变冷却液加热器
nuclearcraft:salt_fission_heater2:11, 砷裂变冷却液加热器
nuclearcraft:salt_fission_heater2:12, 液氮裂变冷却液加热器
nuclearcraft:salt_fission_heater2:13, 液氦裂变冷却液加热器
nuclearcraft:salt_fission_heater2:14, 末影裂变冷却液加热器
nuclearcraft:salt_fission_heater2:15, 凛冰裂变冷却液加热器
nuclearcraft:heat_exchanger_controller, 热交换机控制器（多方块结构未完成！）
nuclearcraft:heat_exchanger_casing, 热交换机外壳
nuclearcraft:heat_exchanger_glass, 透明热交换机外壳
nuclearcraft:heat_exchanger_vent, 热交换机出入口
nuclearcraft:heat_exchanger_tube_copper, 铜热交换管道
nuclearcraft:heat_exchanger_tube_hard_carbon, 硬碳合金热交换管道
nuclearcraft:heat_exchanger_tube_thermoconducting, 热引合金热交换管道
nuclearcraft:heat_exchanger_computer_port, 热交换机电脑端口
nuclearcraft:condenser_controller, 冷凝机控制器（多方块结构未完成！）
nuclearcraft:condenser_tube_copper, 铜冷凝管道
nuclearcraft:condenser_tube_hard_carbon, 硬碳合金冷凝管道
nuclearcraft:condenser_tube_thermoconducting, 热引合金冷凝管道
nuclearcraft:turbine_controller, 涡轮机控制器
nuclearcraft:turbine_casing, 涡轮机外壳
nuclearcraft:turbine_glass, 透明涡轮机外壳
nuclearcraft:turbine_rotor_shaft, 涡轮机转子轴
nuclearcraft:turbine_rotor_blade_steel, 钢涡轮机转子叶片
nuclearcraft:turbine_rotor_blade_extreme, 极限合金涡轮机转子叶片
nuclearcraft:turbine_rotor_blade_sic_sic_cmc, 碳化硅复合材料涡轮机转子叶片
nuclearcraft:turbine_rotor_stator, 标准涡轮机转子定子
nuclearcraft:turbine_rotor_bearing, 涡轮机转子轴承
nuclearcraft:turbine_dynamo_coil:0, 镁涡轮机发电机线圈
nuclearcraft:turbine_dynamo_coil:1, 铍涡轮机发电机线圈
nuclearcraft:turbine_dynamo_coil:2, 铝涡轮机发电机线圈
nuclearcraft:turbine_dynamo_coil:3, 金涡轮机发电机线圈
nuclearcraft:turbine_dynamo_coil:4, 铜涡轮机发电机线圈
nuclearcraft:turbine_dynamo_coil:5, 银涡轮机发电机线圈
nuclearcraft:turbine_coil_connector, 涡轮机发电机线圈连接器
nuclearcraft:turbine_inlet, 涡轮机流体输入口
nuclearcraft:turbine_outlet, 涡轮机流体输出口
nuclearcraft:turbine_computer_port, 涡轮机电脑端口（半成品）
nuclearcraft:cobblestone_generator, 造石机
nuclearcraft:cobblestone_generator_compact, 压缩造石机
nuclearcraft:cobblestone_generator_dense, 致密造石机
nuclearcraft:water_source, 无限水源
nuclearcraft:water_source_compact, 压缩无限水源
nuclearcraft:water_source_dense, 致密无限水源
nuclearcraft:nitrogen_collector, 氮收集器
nuclearcraft:nitrogen_collector_compact, 压缩氮收集器
nuclearcraft:nitrogen_collector_dense, 致密氮收集器
nuclearcraft:radiation_scrubber, 辐射净化仪
nuclearcraft:geiger_block, 盖革计数器方块
nuclearcraft:glowing_mushroom, 荧核菇
nuclearcraft:glowing_mushroom_block, 荧核菇方块
nuclearcraft:wasteland_earth, 荒芜土壤
nuclearcraft:wasteland_portal, 辐射废土传送门
nuclearcraft:tritium_lamp, 氚灯
nuclearcraft:solidified_corium, 固态堆芯熔融物
nuclearcraft:quantum_computer_controller, 量子计算机控制器
nuclearcraft:quantum_computer_qubit, 量子位
nuclearcraft:quantum_computer_gate_single:0, 量子计算机 泡利-X 门
nuclearcraft:quantum_computer_gate_single:1, 量子计算机 泡利-Y 门
nuclearcraft:quantum_computer_gate_single:2, 量子计算机 泡利-Z 门
nuclearcraft:quantum_computer_gate_single:3, 量子计算机 阿达马门
nuclearcraft:quantum_computer_gate_single:4, 量子计算机 S 门
nuclearcraft:quantum_computer_gate_single:5, 量子计算机 S 非门
nuclearcraft:quantum_computer_gate_single:6, 量子计算机 T 门
